txt,polarity
['A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.'],0
"['A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object.Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile .']",0
"['DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit , Michigan .In 2006, Proof was shot and killed during an altercation at the CCC nightclub in Detroit.']",0
"['An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level.Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.']",0
"['They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.']",0
"[""The Boston Bruins Radio Network is a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network which carries live game broadcasts of the Boston Bruins .The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .""]",0
"[""Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement .Her Declaration of Sentiments , presented at the first women's rights convention held in 1848 in Seneca Falls , New York , is often credited with initiating the first organized women's rights and women's suffrage movements in the United States.""]",0
"['The Bible has been translated into many languages from the biblical languages of Hebrew , Aramaic and Greek .The full Bible has been translated into 518 languages, and 2798 languages have at least some portion of the Bible.']",0
"['A talent agent, or booking agent, is a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses.An agent also defends, supports and promotes the interest of his/her clients.']",0
"['A dwarf planet is a planetary-mass object that is neither a planet nor a satellite .More explicitly, the International Astronomical Union (IAU) defines a dwarf planet as a celestial body in direct orbit of the Sun that is massive enough for its shape to be controlled by gravitation , but that unlike a planet has not cleared its orbital region of other objects.']",0
"['George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .He retired from the presidency in 1797 and returned to his home, Mount Vernon , and his domestic life where he managed a variety of enterprises.']",0
"['Patrick Henry ""Treason"" speech before the House of Burgesses in an 1851 painting by Peter F. RothermelGive me liberty, or give me death! is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .']",0
